Game,Date,Review,Hours Played,Recommendation,Helpful Votes,Processed_Review
1222670,2021-07-01,"TLDR: DO NOT BUY BASE SIMS 4!! Buy it HEAVILY DISCOUNTED bundled with one of the major expansions (Seasons or Pets), and MOD THE ♥♥♥♥ OUT OF IT!!   Base Sims 4 is nearly unplayable due to the lack of content, repetitive and easily manipulative emotions system, and an overall feeling of restriction. Which is damaging in a game series that is designed around player freedom. There are also so many irritating qualities to it that make it seem like it wasn't fine tweaked enough. Why is every single Sim such a social butterfly that I cannot get them to stop talking to each other for five seconds? Why do they take so long to eat? Why are the lots so small and so empty? Why is nearly nothing from Sims 3, and heck, even Sims 2 brought over?? (Horses, Cars, pools, restaurants, grocery stores, fun recreational activities, ect.)  With that being said, there is some classic Sim Fun to be had with this game, if you are able to get it for a heavily discounted price and get it bundled with one of the major expansions (I would recommend either Pets or Seasons). I would also highly recommend downloading a plethora of Mods, because they fix a vast majority of the systems in base Sims 4 that make it more enjoyable. If Mods are not your thing, then I would think twice about purchasing this game. **This is one of the easiest games to Mod fyi**  Mod Recommendations (Like seriously, don't even play base Sims 4 before downloading these Mods)  Sims 4 Mod Manager by Raxdiam (Not necessary, but a very convenient and easy way to keep track of your mods. Very user friendly, will do 100% of the work for you)  Meaningful Stories by roBurky (A mod pack that effectively revamps the mood and emotions systems of Sims 4. This makes the systems feel waaay more fleshed out and realistic, and significantly less manipulatable)  Better Romance by simler90 (Adds more rules and checks into how Sims romance one another. In base Sims 4, you are basically always guaranteed to succeed in romance. There is quite literally no way to fail. This Mod expands heavily upon it, making it so that the traits Sims have will impact whether or not they will accept any advances.)  Wonderful Whims by TURBODRIVER (Goes great with Better Romance with no compatibility issues that I'm aware of. Adds in an Attractiveness system, first Impressions, Personality Archetypes, and even a Menstrual Cycle and Birth Control system. With this, you are more equipped to design your Sims overall sexuality and sexual lives. Hugely rewarding, and designed perfectly that it will seem like it is a natural part of the game.)  There is also a ♥♥♥♥ load of CC (Custom Content) out there like clothes, hair, buildings, Sims, ect. ""Mod The Sims"" is the best place to find all of this. Don't spend money on any of the Stuff Packs, because most of that stuff included in them you'll find for free made by someone online. Usually looks nicer too.",24.3,Recommended,444,tldr buy base sims buy heavily discount bundle one major dlc season pet mod base sims nearly unplayable due lack content repetitive easily manipulative emotion system overall feeling restriction damage game series design around player freedom also many irritate quality make seem like fine tweak enough every single sims social butterfly get stop talk five second take long eat lot small empty nearly nothing sims heck even sims brought horse car pool restaurant grocery store fun recreational activity ect say classic sims fun game able get heavily discount price get bundle one major dlc recommend either pet season also highly recommend download plethora mods fix vast majority system base sims make enjoyable mods thing think twice purchase game one easy game mod fyi mod recommendation like seriously even play base sims download mods sims mod manager raxdiam necessary convenient easy way keep track mods user friendly work meaningful story roburky mod dlc effectively revamp mood emotion system sims make system feel waaay fleshed realistic significantly less manipulatable good romance simler90 add rule check sims romance one another base sims basically always guarantee succeed romance quite literally way fail mod expand heavily upon make trait sims impact whether accept advance wonderful whim turbodriver go great good romance compatibility issue aware add attractiveness system first impression personality archetype even menstrual cycle birth control system equipped design sims overall sexuality sexual life hugely reward design perfectly seem like natural part game also load cc custom content like clothes hair building sims ect mod sims best place find spend money stuff dlc stuff include find free make someone online usually look nicer
1222670,2021-01-22,You have to buy DLC packs that are near the price of the actual game to get content that you would expect to be part of the game to begin with. The vanilla barebones experience is a stale snore feast and I refuse to support scummy EA's garbage business practices with their stupid expansions,7.5,Not Recommended,1233,buy dlc dlc near price actual game get content expect part game begin vanilla barebones experience stale snore feast refuse support scummy ea garbage business practice stupid dlc
1222670,2023-09-14,I do not regret cracking the DLC's,14.2,Recommended,413,regret crack dlc
1222670,2022-10-19,game = good EA = bad 60 DLCs = cringe,12.3,Recommended,420,game good ea bad dlc cringe
1222670,2020-07-07,I play The Sims since my early teenage years. Loved every minute played... but The Sims 4 has really overpriced DLCs. $700 for the whole thing is a joke!,25.0,Recommended,640,play sims since early teenage year love every minute play sims really overprice dlc whole thing joke
1222670,2023-10-26,"Had 12 kids with 8 different women, became an astronaut, then died when I tried cooking mac and cheese. 10/10",7.5,Recommended,533,kid different woman become astronaut die try cook mac cheese
1222670,2020-12-06,"Fun game, but $800 for full content is a little bit high, even for EA...",19.9,Recommended,553,fun game full content little bit high even ea
1222670,2021-04-05,classic $E$A$ making the game boring without paying for the DLCs with each one costing the same as the base game,208.5,Not Recommended,1685,classic make game bore without pay dlc one cost base game
1222670,2024-12-31,really enjoy the base game wish I could get all the add-ons but 800+ dollars? ♥♥♥♥♥♥♥ mental. For $800 i should get every sims game every made with all DLC every made and each console they originally came out on included....wow EA just WOW.,45.9,Not Recommended,607,really enjoy base game wish get add ons dollar mental get every sims game every make dlc every make console originally come included wow ea wow
1222670,2020-08-20,"Great game, but the downloadable content is much too expensive for how little it offers. I find myself spending countless hours playing the game, but when I want specific things in my game, that you can only get from the DLC and not mods, it annoys me because I don't want to spend my whole paycheck on a tiny little specific detail that makes a world of difference.",175.2,Recommended,800,great game downloadable content much expensive little offer find spend countless hour play game want specific thing game get dlc mods annoy want spend whole paycheck tiny little specific detail make world difference
1222670,2023-01-23,"Before this review, I feel like it's important to say that I have more than 23.7 hours in this game. A LOT more. I've got that much alone on PS4, and 500+ hours on my original origin account, which I can sadly no longer access to check the exact number. I got this game 9 years ago, full price retail, and have played it on and off since the age of 9. I've played this game to death over the years, and that's why it hurts me to leave a negative review. You can still have fun with it, and I will explain that, but it's flaws are just too plentiful for me to leave a positive review.  It would be easy to say that this game used to be great, but that... would be a blatant lie. The game was barren when it released. Key features from past games were missing, like toddlers and POOLS. How were we supposed to kill our sims now? Give them a long and happy life until a natural death? Hardly! Along with that, the map screens didn't even have colour; they were pure white, sterile places. Maybe it was supposed to be stylistic, but... I can't help but think about how much cheaper it must have been.  Slowly, over the years, we started to get more DLC packs of various tiers. It didn't start out too egregious, I wouldn't say. Sure, Luxury Party Stuff was lacklustre, but we had things like Outdoor Retreat to keep us going! Though, it was hard not to note how quickly EA had jumped to make DLC whilst the core game was missing such basic features. That isn't even to say how the community at large took the closed-world and lack of colour and pattern customisation. I'll tell you how they took it; badly. They took it badly.  With all this DLC, there was a problem.  IT. DIDN'T. STOP.  Now, it's normal for a Sims game to have a large amount of DLC. But this? It became staggering. As of this review, all of the DLC for this game will run you over $800.  OVER. EIGHT. HUNDRED. DOLLARS.  I'll let that sink in.  Have you ever wondered how this game is free? That's how. It's not like this DLC is truly optional. Some of it is, sure! But would you like your life simulator to have weather? A normal amount of clothes? More than THREE PLACES TO LIVE, ONE OF THEM BEING AN EMPTY FIELD? Then you'd best pony up! It's hard to fully express how empty this game feels without DLC. And EA knows it feels that empty, and that they can keep milking us for every last cent.  At this point, you may have noticed something, or you may have not. And that's the fact that I said I've been playing this game for nine years. And that means the game has been out for nine years now. Since 2014. This game is almost a decade old. This is an issue. A big issue. When this game first released, it prided itself on it's intelligent autonomous sims. They can multitask; like watching television AND eating at the same time! Wowzers! But with this much time having passed, you'd be hard pressed to find somebody confident to call these sims anything above 'serviceable, I guess'. Your sims will wash their plates in the bathroom! Your sims will grab water if you leave them alone for two seconds and drink until they experience bladder failure! Your sims will start a fight with their spouse, seemingly just for kicks! Your sims will stop moving until you reset them with a cheat code! Your sims will be left with an undeletable action in their queue until you, again, use a cheat code! You get the picture. This game is a mess, with problems that could be wiped clean in a theoretical Sims 5. So why don't they?  Because EA have created a live-service single-player game, and they'd be stupid to give it up.  This live-service model, piling DLC upon DLC onto the game? It's managed to cause even more issues than the game had to begin with. Each new download comes with new bugs unique in nature. Oops, there go your textures! Oops, your sims are now all autonomously screaming at each other! Oops, your Sims are BUILDING ROMANTIC RELATIONSHIPS WITH THEIR OWN CHILDREN! These are the kinds of things you'll have to get used to, and this only gets worse each time they add DLC. There are problems in this game that have become support beams by this point; fix those bugs, and everything will fall apart. So they just... don't! The Sims 4 is fundamentally broken, and they won't throw the game out and start fresh, because the horse they're beating still isn't dead. Just bleeding and shambling.  This greed helped lead to the point we've reached today. Even with the uproar against My First Pet Stuff (A DLC for a DLC), it seemed enough people were content to buy such a tiny stuff pack because we got a whole new category for things just like it.  Kits. Dear lord, kits. These things aren't popular with the community, and it's clear to see why. Such meagre amounts of items might seem doable at $5 a pop, but they're adding up, and quick. Filled with lacklustre designs that only work well as a base for custom content, they're the peak of EA's lazy contributions to this game.  I mentioned custom content, so I suppose that's a horse out the stable now. Yeah, custom content is amazing. And that's because EA has no hand in it. Well, I should give them a little credit; the native mod support is an honestly nice touch! There's your first positive, EA.  Custom content is a general term for items created by the community. Clothes, furniture, accessories, you name it! With multiple dedicated sites to download it, and fan made tools that make creation easy, it's great! And by easy, I mean easy. I was making Pokemon shirts for my games at age 12. Just takes a little research. All these items come in two main styles; one more realistic (Alpha) and one to match the game's items (Maxis Match). Build up a good folder filled with gigabytes of fashion and get to work living your life in Create-A-Sim; don't forgot to buy a new SD card to fit it all in. You'll need it.  It's not just custom content that the community makes. There's also good old fashioned script mods. These have all sorts of functions; they can fix some in-game issues, add entirely new game mechanics, give you features that you always wanted (controllable pets comes to mind), and more. (More including the... infamous Wicked Whims and Extreme Violence mods. Ah, timeless classics). All these mods help breathe new life into the game and show how passionate this community can be, no matter how downtrodden by the source material.  These mods help to show how this game is actually fun at it's core. You might have read all this ragging and be baffled by my heel-turn, but it's true. Why else would I have put in all those hours? That core gameplay loop of letting your sims lead their lives is damn fun, and I can't help but enjoy it; even with everything EA is doing.  I think that others could enjoy it too if they started playing today. There is something here, at the heart of it. It's just coated in a decade of bloat and greed.  (This segment is a replacement for an old one that caused me issues, that I'm removing to keep this review safe. I think you can tell by the comments below and the tone of this review what that was, and you can take that as you wish.)  Anyway, EA can do one, and you should give Sims 4 a chance, if you like. There's good here, but this game reeks of greed and jank at it's core.",33.8,Not Recommended,423,review feel like important say hour game lot get much alone ps4 hour original origin account sadly long access check exact number get game year ago full price retail play since age play game death year hurt leave negative review still fun explain flaw plentiful leave positive review easy say game use great blatant lie game barren release key feature past game miss like toddler pool suppose kill sims give long happy life natural death hardly along map screen even colour pure white sterile place maybe suppose stylistic help think much cheap must slowly year start get dlc dlc various tier start egregious say sure luxury party stuff lacklustre thing like outdoor retreat keep go though hard note quickly ea jump make dlc whilst core game miss basic feature even say community large take closed world lack colour pattern customisation tell take badly take badly dlc problem stop normal sims game large amount dlc become stagger review dlc game run eight hundred dollar let sink ever wonder game free like dlc truly optional sure like life simulator weather normal amount clothes three place livemode one empty field best pony hard fully express empty game feel without dlc ea know feel empty keep milk every last cent point may notice something may fact say play game nine year mean game nine year since game almost decade old issue big issue game first release pride intelligent autonomous sims multitask like watch television eating time wowzers much time pass hard press find somebody confident call sims anything serviceable guess sims wash plate bathroom sims grab water leave alone two second drink experience bladder failure sims start fight spouse seemingly kick sims stop move reset cheat code sims leave undeletable action queue use cheat code get picture game mess problem wipe clean theoretical sims ea create livemode service single player game stupid give livemode service model pile dlc upon dlc onto game manage cause even issue game begin new download come new bug unique nature oops go texture oops sims autonomously scream oops sims buildmode romantic relationship child kind thing get use get bad time add dlc problem game become support beam point fix bug everything fall apart sims fundamentally break throw game start fresh horse beat still dead bleeding shamble greed help lead point reach today even uproar first pet stuff dlc dlc seem enough people content buy tiny stuff dlc get whole new category thing like kit dear lord kit thing popular community clear see meagre amount item might seem doable pop add quick fill lacklustre design work well base custom content peak ea lazy contribution game mention custom content suppose horse stable yeah custom content amazing ea hand well give little credit native mod support honestly nice touch first positive ea custom content general term item create community clothe furniture accessory name multiple dedicate site download fan make tool make creation easy great easy mean easy make pokemon shirt game age take little research item come two main style one realistic alpha one match game item maxis match buildmode good folder fill gigabyte fashion get work livemode life create sims forgot buy new sd card fit need custom content community make also good old fashion script mods sort function fix game issue add entirely new game mechanic give feature always want controllable pet come mind include infamous wicked whim extreme violence mods ah timeless classic mods help breathe new life game show passionate community matter downtrodden source material mods help show game actually fun core might read ragging baffle heel turn true else put hour core gameplay loop let sims lead life damn fun help enjoy even everything ea think others enjoy start play today something heart coat decade bloat greed segment replacement old one cause issue remove keep review safe think tell comment tone review take wish anyway ea one give sims chance like good game reek greed jank core
1222670,2022-01-27,"Listen, I love the Sims and have for literally decades but it is absolutely not because it's a great game, it's just the only one out there. The MOMENT - THE. MOMENT. - someone comes along who can make a competing life sim/builder (*cough* lookupParalives) I am ditching this game forever. Sick of EA's greed, I'll never buy another Sims game just out of spite. This game is awkward and clunky with weird bugs like Sims idling forever instead of doing the next thing in their action queue - or household items spontaneously moving or disappearing. A single expansion costs as much as the base game. All expansions total more than a PS5. It's outrageous. And save your ""buy it on sale""s because: No.",80.4,Not Recommended,1608,listen love sims literally decade absolutely great game one moment moment someone come along make compete life sims builder cough lookupparalives ditch game forever sick ea greed never buy another sims game spite game awkward clunky weird bug like sims idle forever instead next thing action queue household item spontaneously move disappear single dlc cost much base game dlc total ps5 outrageous save buy sale
1222670,2023-04-28,My sims are blissfully unaware of the small ugly green man living under their floorboards. His sole purpose is to paint so my main sims don't have to get jobs. God bless the painting goblin,40.3,Recommended,341,sims blissfully unaware small ugly green man livemode floorboard sole purpose paint main sims get job god bless painting goblin
1222670,2024-07-08,"Listen, I love the sims, but $1500 for all DLC is violently ridiculous and begs for torrents. Release a finished game or make DLC's few and far between. The endless greed of EA needs to stop.",232.9,Not Recommended,320,listen love sims dlc violently ridiculous begs torrent release finished game make dlc far endless greed ea need stop
1222670,2022-11-01,"When a game's DLC's cost almost $1,000 USD, I simply can't recommend it.",52.3,Not Recommended,865,game dlc cost almost usd simply recommend
1222670,2022-07-10,"My Gf loves and plays this game a lot. but i have noticed The whole DLC packages for the game is total rip off. I understand maybe buying a pass for x of dlc but the fact you have to pay for each one is an actual joke. making them spend £18 plus to be a werewolf, Vampire or to just have a Pet. They even charge for seasons like snow etc. It's EA so makes sense, This game is the literal embodiment of slicing up the game and selling the pieces back to consumers. Or a 1000 piece jigsaw but charging you after 10 pieces have been put together. They don't even give loyal or franchise veterans anything for free. If you're rich or don't intend on buying loads of DLC maybe buy this game. Fans should take a stand and boycott the franchise to stop their greed until they remove this awful scheme of extracting money from fans. I hope sims fans get an apology but also more of making sure fans actually get the content they pay for when they buy the game.",1575.3,Not Recommended,709,gf love play game lot notice whole dlc package game total rip understand maybe buy pas dlc fact pay one actual joke make spend plus werewolf vampire pet even charge season like snow ea make sense game literal embodiment slice game sell piece back consumer piece jigsaw charge piece put together even give loyal franchise veteran anything free rich intend buy load dlc maybe buy game fan take stand boycott franchise stop greed remove awful scheme extract money fan hope sims fan get apology also make sure fan actually get content pay buy game
1222670,2022-04-28,"DLC Costs $1,429.06 YouTube™ Video: T&JM: Money is such a beautiful word  Views: 1,837,884 We've got to have... MONEY... Quite so, quite so.",2.2,Not Recommended,770,dlc cost youtube video jm money beautiful word view get money quite quite
1222670,2023-03-14,for the love of god do not buy the dlcs,9.1,Recommended,706,love god buy dlc
1222670,2021-09-10,$850 Of DLC,10.9,Not Recommended,812,dlc
1222670,2022-04-06,Well... It would be better if the expansions were a little more cheap,958.1,Recommended,344,well good dlc little cheap
1222670,2024-07-24,"The game is pretty cool, but seriously. Cmon EA. You couldn't even give us pets for free? EVERY DLC COSTS AS MUCH AS THE GAME. That's like buying another copy! I just hate how you have to put a price tag on every little thing- [Please pay $60.00 to unlock the rest of this review.]",5405.6,Recommended,499,game pretty cool seriously cmon ea even give pet free every dlc cost much game like buy another copy hate put price tag every little thing please pay unlock rest review
1222670,2020-10-30,"The base game has about $5 worth of content. Why? Because EA do what EA does, it cost around $2000 cad to get the full game. I wish I was kidding. The DLC cost just that much and they put so little into the base game so in order to enjoy the game you have to buy the DLC. Why do people support this crap? How is this legal?  Edit: And now if you've purchased this game on Steam instead of EA's direct website you have issues trying to play. Someone needs to sue EA at this point for their scummy behaviour.",59.4,Not Recommended,1219,base game worth content ea ea cost around cad get full game wish kid dlc cost much put little base game order enjoy game buy dlc people support crap legal edit purchase game steam instead ea direct website issue try play someone need sue ea point scummy behaviour
1222670,2024-01-25,You have to pay $10 just to get the laundry pack which includes basic things like...a washing machine. EA is scum.,199.1,Not Recommended,491,pay get laundry dlc include basic thing like washing machine ea scum
1222670,2022-08-28,"It's a pretty good game, I don't know if it's $939.45 good though.",71.6,Not Recommended,575,pretty good game know good though
1222670,2023-06-03,make things as basic as seasons and going to restaurants built in features and i'll consider flipping the review. no game should have over one thousand USD in DLC.,18.3,Not Recommended,486,make thing basic season go restaurant buildmode feature consider flip review game one thousand usd dlc
