Game,Date,Review,Hours Played,Recommendation,Helpful Votes
105600,2021-04-20 00:00:00,My wife left me and I'm just sitting here building a house.,70.1,Recommended,"1,273 people found this review helpful
868 people found this review funny 97"
105600,2021-04-13 00:00:00,i spent four hours getting a pet unicorn by slaughtering many of its kind,93.1,Recommended,"497 people found this review helpful
323 people found this review funny 20"
105600,2017-06-03 00:00:00,"I have played this game for 1,055 hours at the time of writing. This is an amazing game. It's ability to make people gravitate back to it after an update is very nice. Speaking of updates, the developers release amazing and wholesome updates from time to time. I really recommend this game for mainly two reasons, it has a great replay ability were you just keep making worlds and playing it over and over again. The other reason is that you can do a lot of stuff with the world. From making giant houses and contraptions to attempting to kill a boss multiple times, it is a fun game. But it is also multiplayer which is a great addition. Playing by yourself can get boring sometimes but when I play this game with my friends, I just can't stop playing. I really recommend this game, it is definitely worth the 10 dollars.   EDIT: 1000 hours later re-review (2,123 hours at the time of edit)  This game STILL stands as one of the best games I've played to date.  Journey's End (update 1.4) was a great update, although it didn't change much in the way of over-all game progression, it revamped and/or added to many of the lackluster parts of the game, (ex: bloodmoon fishing, town rework, new mushroom biomes, summoning rework, etc). There was also variety of balancing changes that were introduced with 1.4, which I believe were for the better. Some staple items were nerfed, but still very good. On the other hand, a lot of niche/""bad"" items were reworked or buffed, making them on par (or better) compared to many other items.  It would also be a crime to not mention the modding scene for this game. If you buy this game, do yourself a favor and download tModLoader off of steam, because oh my, there are a lot of great mods out there. Keep in mind that tModLoader isn't 1.4 (yet), but is still a massive blast and a great experience.   Some mods I would heavily recommend are:  Split This mod is my favorite so far, prioritizing quality over content. Everything in this mod is very well made.  Calamity The most popular mod by far, has an AMAZING soundtrack composed by DMDokuro, definitely check out their other work. (and don't forget the music is a separate mod!) Play this mod on expert mode with revengeance rune active for the intended experience!  Thorium This mod adds a musical bard class that buffs you and your allies, so definitely play this one with a squad for the best experience.  Fargo's mods This group of mods adds an 'eternity mode' that will truly unleash hell upon your world, and I don't mean more health and damage for enemies, I'm talking unique mechanics. Changes to all of the bosses AI and some normal enemy AI makes them feel fresh again, the enchantment accessories you can make, and 3 town npcs that you fight as bosses later on (they are seriously well done). You will die a lot, so have patience.  Terraria Overhaul This mod doesn't add much in the way of items or bosses at all, however, it will make Terraria a much different experience. You might not like a lot of what this mod has to offer, and a lot of mechanics can be disabled in the settings, but at least give it a try.  Polarities Polarities is sadly a mod that only works in singleplayer, but what it has to offer in return is an amazing experience. New biomes, bosses, enemies, items, a few new mechanics, and another dimension you can travel to (that can lead to some very interesting sequence breaking in terms of progression), there is a lot this mod has to offer. Definitely give it a try.  and do not forget to get a variety of QoL mods to help you out (1.4 doors, boss checklist, etc.)   Edit 2: more mods to check out (i'll add descriptions later)! (Vanilla hours: 2262; TModloader Hours: 462+ however many i had before it went on steam)  Spirit Shadows of Abaddon Mod of Redemption Elements Awoken The Stars Above Gensokyo (Touhou mod, music addon also has remixes cuz copyright) Starlight River Demo (cool ass looking mod in development, definitely check out the demo) Dragon Ball Terraria (i have never watched dragonball in my life but this mod was kinda fun)","2,562.8",Recommended,"449 people found this review helpful
11 people found this review funny 1"
105600,2022-03-28 00:00:00,i like when eye of cthulhu goes urraaeuh,"1,168.5",Recommended,"478 people found this review helpful
210 people found this review funny 34"
105600,2021-11-21 00:00:00,"[TL;DR] * Terraria is a highly replayable sandbox RPG and it is fun whether played alone or with friends.  Gameplay: + Progress through the game by defeating bosses. + Defeating bosses unlocks new content. + High player agency, play and progress however you want, at whatever pace you like.  Content: + Contains over 4000 ITEMS in the game to find and play around with, varying from cosmetics to functional equipment and fun silly toys ensuring that every playthrough feel unique. + Not repetitive, it's fun and fresh even after completing it several times. + Offers both a casual experience for casual players and a challenging one for hardcore players. + Only 200mb for hundreds of hours worth of content. (Even more if you like to min max stuff)    [AND NOW, AN ESSAY FOR YOU WEIRDOS THAT LIKE TO READ] (like m-me) * (note: heavily based on my experience, your experience may differ according to your own personal preferences)   [Overview] * I'm fairly casual in comparison to other more hardcore players. I stop playing for a few months after a session or two, but every time I touch this game again (usually on a whim) I just fall in love with it all over again despite having completely finished it several times already. Something about this game just feels really satisfying to play and every time i touch it, I was met with an incredibly pleasant experience (even though i die and fail a lot).  * Although, for complete beginners, the game is really easy to drop when you first touch it (I know since I dropped it when i first got the game) since you're not entirely sure what to expect, but take your time to learn the basics and do some wiki lurking here and there when you're stuck and you'd find that the game goes much deeper and offers an incredibly rich experience than you'd first expected (I know it did for me).   [The Game] * Game flow fundamentally revolves around defeating bosses. You make preparations for boss battles which when defeated, unlocks more options for you to play around with to prepare for the next boss you set your sight on, progressively making you stronger but also changing the world around you, introducing something new with each boss defeated whether that be new equipment, or entirely new areas of the world.  * Often times defeating a boss once won't give you everything you want, so you will occasionally find yourself killing a boss twice or thrice. Although, if you prefer, you can do them only once and move on which would be as equally viable as slapping them over and over until you have everything they can possibly drop for you (although it might be bad for the bosses' own mental health).   [The Experience] * Terraria doesn't particularly demand you to play it in any specific way. You can play it in any way you prefer and at the pacing you wish to play in. It gives you a goal and challenges you but doesn't confine you to just a single exit, instead it gives you hundreds of tools to play and tinker around with in how you approach the obstacles the game presented to you.  * The amount of diversity in the way you can progress and complete this game in is outstanding. My experience in the game didn't feel predictable nor repetitive despite the game having clear checkpoints (the bosses) and a limited world (literally just an island). Despite always having the same biomes guaranteed to spawn in a world, each experience feel new and being acquainted with them does not make the experience bland but instead enriching it since the way you interact with your environment matters, making me feel rewarded the more I know and understand.  * It also helps that all content in the game whether it be building, mining, farming, exploring or just good old murder of local wildlife weaves back into the core game progression seamlessly without ever feeling out of place, making it easy to get immersed with the game. Thanks to this it does not confine you to any kind of play style, you may progress through the game however you want to, but it also does not discourage or punish you for straying off from the core progression.   [Conclusion] * Its a good game, give it a chance and take your time getting used to it. Don't shy away from the wiki if you feel like you're really stuck or unsure what to do next. If you're not feeling like a hardcore masochist the game also offers a much more relaxed experience through Journey mode characters so try that if you're a really casual player. Fine tune the experience to the experience you're looking for and you'll find yourself in an incredibly pleasant experience (that also involves a lot of dying, but you'll get used to it)   So basically, What i want to say is, this game is fun and i love it I recommend it if you're bored I spent 2 hours writing this Its 3 AM How'd this happen",774.6,Recommended,"388 people found this review helpful
42 people found this review funny 49"
105600,2022-04-19 00:00:00,"pretty fun, just discovered this cool boss called the ""Wall of Flesh""","1,580.9",Recommended,"413 people found this review helpful
387 people found this review funny 21"
105600,2020-11-28 00:00:00,"This is most likely the only review I will ever do for a game, and I believe that the grounds of my review are legitimate. I have played this game for just under 600 hours (Online) and countless more offline, as well as playing it on my friends account for many more hours. 6 years ago, I asked my cousin if I could buy a game. Little did I know what I was getting myself into. It was dirt cheap, 10 US dollars at the time, which is a crime considering how much love and passion has gone into this game, as well as the many sleepless nights it has provided me and many other fans. Waiting for it to download, I was ecstatic. The art style was cool and retro, and the gameplay trailers promised a land filled with enemies and abandoned temples that had succumbed to time, ripe for the picking. Many biomes to traverse and even some hidden gems scattered across the world. I couldn’t wait to get my grubby little hands on it. From the moment I booted up the game, the music and visuals instantly invigorated me. It felt so cool to create your own character, so many different styles and colours, so many choices and personalization’s you could do. I spent around 5 minutes creating my first character, and after that, I was set out into a mysterious world, filled with giant worms and flying spit bugs that would decapitate me at a moments notice. My first night is one I will never forget. Armed with shuriken’s from a nearby cave and stranded on a hill, I had no choice but to fight off the hordes of undead. They were coming at me from every direction, and with demon eyes flying overhead, death was inevitable.  As soon as I respawned, my gut instinct was to protect the guide because he had no home to hunker down in. Eventually, we held off the masses and dawn finally came. I had realized that I needed a house to stay in, and that’s when I had discovered one of the best aspects of not only this game, but one of the best aspects of any games I have played; the building.  There are so sososososososo many blocks to build, hammer and axe together in intuitive, creative and interesting ways. The early days were not the best for building, as the textures were quite pixelated and low quality. But the quality of the builds had gotten exponentially better. The community came up with so many unique and downright amazing builds, and it only got better with each update. There was sloping blocks, paint, different walls, how each block melded together, how each block interacted with other blocks, the light sources, the different platforms that you could use. All this and more meant that anything that you could think of you could build. This game was one of the best imaginative and creative masterpieces that has ever graced the steam platform.  After I was done building my house, I set out to find more loot to plunder. That’s when I realised that this games combat is executed flawlessly. Normal mode was a bit too easy for me, so the combat was less punishing then I’d like it to be, but the devs heard about this and introduced both expert and master mode in later updates providing a perfect balance between satisfying combat and the risk taking nature of the skirmishes that took place within the different biomes. Everything about the combat is satisfying, even hitting a slime with a simple copper short sword or an axe is satisfying. And it only got better from there. The progression is done immaculately, precariously positioning the player on a tight rope of equipment and weapons while also drunkenly swinging at the player from every which way, you have to be on your toes at all time. Just when you think you’ve become a god at the game with wearing molten lava and swinging a sword made of fire, the game punches you in the gut and curb stomps you. And you cannot wait to get back into it.  The gameplay loop is a satisfying composition of combat, farming and building. Everything that you do in this game contributes towards progress. Building houses? More NPC’s to trade with. Want herbs? You got potions to buff you with. Fishing? Boom, rare items that could (RIP Reaver shark) catapult your progress into the future, skipping entire phases of the game. Speaking of phases of the game, it has some of the best and most satisfying transitions in between gameplay elements. Every bit of progress that you make feels infinitely more satisfying than the last, and it keeps pushing you forward, to the point of not stopping. I remember trying to farm for a rare item (Turtle Shells) for 14 hours straight, and I only got 1. I did other stuff in between, sure, but the game keeps you hooked in between objectives and allows for some breathing room in between bosses. As well as being incredibly challenging and rewarding, it is peaceful at times.  With the Journeys end update, the new music added a whole new layer immersion. I could spend hours flying a kite on a rooftop, listening to the songs and watching my NPC’s just walk around and chat. There is so much to do in this game, its not just combat oriented. And all of this is just in single player! The game has so much support for its community, from steam support and mods all the way up to the wiki and forums that the devs occasionally scour. It is a fantastic game, and I could not recommend it more.  I absolutely adore this game, and it has been a vent for my creativity and inspiration over the years. My words could never do it justice, even though I hope to describe even a fraction of what this game has been to me.  Thanks for reading 😊",894.4,Recommended,"349 people found this review helpful
12 people found this review funny 60"
105600,2024-06-24 00:00:00,"work for 10h? nah, bro build an arena inside the jungle for 10h while simultaneously being attacked by projectiles coming from offscreen every 0.2s, dodging poisonous darts like neo, then dying to some turtle falling from the sky dealing 3/4 of your max hp? hell yeah, brother. And the worst part? I would do it again 10/10",503.8,Recommended,"415 people found this review helpful
172 people found this review funny 22"
105600,2020-06-19 00:00:00,What could I possibly say? You don't spend 900 hours in a 10 dollar game if it sucks.,901.7,Recommended,"565 people found this review helpful
149 people found this review funny 110"
105600,2021-11-29 00:00:00,"I've played a little bit, looks cool though","18,586.7",Recommended,"828 people found this review helpful
941 people found this review funny 147"
105600,2023-11-03 00:00:00,I kinda like it,"2,112.6",Recommended,"465 people found this review helpful
286 people found this review funny 33"
105600,2021-01-11 00:00:00,"Absolutely phenomenal game, thousands of hours of playtime, difficulties for all people and a unique experience that leaves you feeling godlike and powerful for every second you play.  One of my all time favourites, a game done right, made with love, and overall deserving of the praise it receives. Modding community is huge, and provides even more hours of entertainment on top of the base game.  GET THIS GAME, no questions asked.","5,411.7",Recommended,"359 people found this review helpful
8 people found this review funny 27"
105600,2019-06-17 00:00:00,"Terraria is one of the top rated games on steam. And honestly, it deserves it. I think this is a damn good game. I won’t say it’s a perfect game and there are certainly some things you should know before you buy it, but I will happily give it a recommend.  Let Me Begin with What the Game is About and What Makes it Cool. You start out with a basic sword, axe, and pickaxe, in the middle of nowhere. You’re first step is to get wood and build a shelter to protect you from the zombies at night. Next you need to dig down and get ore to make better gear. So it’s 2d minecraft? Well it’s more than that, let me continue. You’ll need decent armor and weapons to fight the tougher monsters that live underground and to fight bosses.  Yep bosses. Bosses are one of the defining elements of this game. Bosses are big and imposing and they play this awesome adrenaline music when you summon them (a lot of the Terraria music is awesome btw). And there’s a huge variety of bosses too: There’s a floating eye that aggressively charges at you, there’s a big worm creature that breaks into smaller worms as you damage it, there’s an angry plant that can only be fought in the claustrophobic jungle, there’s a cult leader that summons mirages of itself and makes the game into a bullet hell with how many projectiles it spits out. Now bosses can be very punishing, but this is a building/crafting game, so you can build your own arena with platforms to jump on and walls to protect you from (some) attacks, or craft potions that boost your speed, health regen, armor, and damage. The fact that you can tackle bosses on your own terms in your own arena is one of the most interesting parts of the game and it really makes boss fights feel epic.  Killing bosses is the main way you progress through the game. Killing them gives you some kickass loot or lets you access a parts of the world where you can discover some more kickass loot. There’s a lot of loot in this game. And it’s some pretty cool loot too. You get staffs that call meteors down from the sky, fireball staffs, swords that shoot fireballs, machine guns, rocket launchers, different kinds of ammo to go in your guns, yo-yo’s (yo-yos are a really cool weapon), boomerangs, tools that summon monsters or turrets to fight for you, tools that let you jump real high (useful for dodging boss attacks), vehicles that let you move real fast, grappling hooks for going spelunking. The more bosses you kill and the further you progress, the more powerful and interesting the loot you get. Seriously, getting new loot just feels absolutely wonderful in this game.  So yeah, I would say mining, boss fighting, and collecting loot are the meat of the game, but there’s plenty of gravy too. Maybe you want to take a break from boss fighting and do some fishing so you can get a chainsaw fish and also some potion ingredients. Well then you probably want to create a few ponds throughout your world. And you’ll probably want to set up some minecart tracks or teleporters to get to your ponds quickly. Or maybe you want to set up a mushroom farm because mushroom are good for potions as well as crafting some late game armor. Well you’ll want to create several rows of dirt so the mushrooms have plenty of surface area to spawn on. And if you don’t want to harvest mushrooms manually you can set up a bunch of conveyor belts and wire so the mushrooms just fall down and come to you. Or maybe a part of your world is corrupt. Corruption spreads slowly so you may want to dig a trench around it to keep it quarantined, or you can buy a special gun that cleanses corruption outright. Or maybe you need a bunch of unicorn horns. You could go to the part of the world where unicorns spawn and kill them with your flaming yo-yo. Or you could dig a big pit and every time a unicorn come by it falls into the pit and dies because the pit is full of lava and spiky traps. This is a crafting game where enemies are just another crafting resource, so setting up a death pit to farm unicorns is a logical thing to do. There’s plenty of stuff to do in Terraria and plenty of ways to do it.   First of all, the difficulty. Specifically, the bosses. Bosses will kill you. Bosses are tough. You can give yourself boosts with potions and armor, but dodging attacks is your best bet. And that can be very difficult when the boss charges rapidly at you or shoots a dozen balls of lightning at you. You will need to learn the attack patterns of bosses and you will need to train your reflexes. I mentioned bullet hell earlier, and I really do think this game has bullet hell elements. If you just can’t stand bullet hell games you probably want to avoid Terraria. (Since difficulty is a pretty subjective thing, you may want to look up a video review of Terraria and see some boss fights and combat for yourself.)  Another thing I want to mention is the sheer amount of stuff to learn. You should be prepared to spend a lot of time on the Terraria wiki. It’s a crafting game, so you’ll need to look up crafting recipes as well as how to get ingredients. It’s also a game about fighting giant bosses, so you’ll need to know how to summon bosses and you’ll probably want to read some tips on making an arena. If you want to build a garden or fishing pond you’ll want to know when certain herbs bloom and how much water to put in your pond. For building more complex structures, you may want to look up tutorials on youtube (the game has gone through several updates though, so some youtube tutorials are out of date). Personally, I kinda enjoyed learning the game. I’d get some weird item in my inventory and immediately going to the wiki to see what I could do with it. But I realize not everyone wants to study a wiki while they play video games.  One of the interesting parts of the game is how it’s a building/fighting hybrid kind of game. And while that’s cool some of the time, it can be really annoying at other times. Say you’re underground building an arena to fight a boss, then a bat flies out at you, now you have to stop building and take out your weapon. So you kill the bat and try to get back to building, but another bat spawns and you have to kill that one too. The game literally has a formula where if it detects there aren’t any enemies near you it will spawn new enemies, so you will constantly have to fight off annoying enemies while you’re trying to build or mine. (I should mention that there are tools that help deal with enemy harassment, but you need to know how to get them, which reinforces my point that you need to read the wiki)  I don’t really like Terraria’s endgame. Most of the early and midgame consists of exploring, building, and crafting, with the occasional action-packed boss fight thrown in, which I like because it offers some nice variety. However the endgame is back-to-back combat. Fight a boss, then fight a bunch of minibosses, then fight another boss, then fight four living towers which spawn very fast very dangerous enemies, then fight another boss. For my first playthrough of this game I stopped playing when I got to the endgame because I just didn’t want to slog through all the fighting. Now, I actually like the combat and I liked fighting bosses throughout the game, but it’s a simple combat system and fighting loses some of its charm when you do it for too long.  So this review turned out longer than I expected. I guess I wanted to be thorough. When I first played this game I got pretty frustrated at times and I was prepared to toss out the game altogether. But then I got into it a bit more and learned the mechanics better and I actually really liked it. Despite its flaws, this is probably one of my favorite games ever.",113.5,Recommended,"372 people found this review helpful
14 people found this review funny 2"
105600,2019-12-23 00:00:00,"I grew up playing this game pretty much, it's what got me into PC gaming in general. I learned it inside and out. I seriously love this game to death. If you're considering it, it's completely and utterly worth the buy. 11/10","1,604.7",Recommended,"503 people found this review helpful
23 people found this review funny 4"
105600,2020-09-24 00:00:00,I have spent a insane amount of time into this game and after all this i still don't regret it. if you have not played get it and don't get discouraged if you don't know things it takes a lot of time to understand things and after this long I'm still learning things it is insane how good this game is!,"3,165.8",Recommended,"321 people found this review helpful
19 people found this review funny 25"
105600,2020-12-28 00:00:00,"Most likely, my review will remain in the shadows, and hardly anyone will reach the end of my review, I still want to share with you my feelings and the seasoned spirit of adventure. It all started many years ago, when I got acquainted with one of the most wonderful, warm, and memorable games in my life - Terraria. When pronouncing this word, I immediately feel warm in my soul, I remember the wonderful soundtrack and completely immerse myself in my thoughts. Before reviewing, I immediately want to note that this game gave me a new perception of computer games, and gave me a great childhood.  I myself am not an ordinary player in Terraria, and there are few such oldies, because I got acquainted with Terraria even before its release, or more precisely, before the official release of the game on Steam (May 16, 2011). And although I have played 200 hours of this game in my Steam, I actually played it for about 1000 hours. When I was little, I, like all children, played Minecraft, and I really liked this game, I thought that I could not find a better game. But one fine day, my dad came home from work and told me about Terraria, which just appeared. Another employee told Dad about the game, and another employee told this employee, and then I don't know the story of the spread of rumors about a brand new freshly baked Terraria. When I first started the game, I created my character, spending several hours on it, pressed the button to create a world, and found myself on the ground. Someone walked next to me, his name was Guide, who first fell into the abyss ... I don't know why he did it, but it didn't really bother me. The first thing I learned was how to walk, jump and dig, and it was incredibly fun! After that I dug a hole for myself, buried myself on top and went to play Minecraft ... Don't judge strictly, but for a child then Minecraft was much more colorful, and had a 3D view, and not a cropped 3D space along the Z axis. But a couple of days later I went back in into the game, and again continued to explore the world, the game did not cause as much enthusiasm for me as many people who have started playing quite recently. And I don't know if it's good that I started playing such a raw game. But as time went on, I studied the world of Terraria more and more. I got to know cute teardrop-mongers and creatures that were constantly killing me. I realized that I needed a home to live, and that's when I discovered one of the best aspects of not only this game, but one of the best aspects of all the games I've played - building. So I gave up traveling and started BUILDING and DIGGING! And then this game completely sucked me in. I quit Minecraft and started DIGGING, KILLING, AND EXPLORING. I met new residents who can SELL! And a nurse who can CHOOSE! I also realized that the Guide is not a useless piece of garbage, and that you can have a heart-to-heart talk with him. In the end, I killed the ominous Eye of Cthulhu, which sowed fear, and the game ended there ... But soon new updates came out, I downloaded new versions and went all over again. And it was interesting. I went through each update, and did not get a mental pleasure. Since I like everything more difficult, I started playing the game on the Expert Advisor, and later on the Master. But all this was not enough for me! And I started to go through mods, for those who know Calamity mod, I went through this game with Revenge and Death modes, and also after a few hundred attempts I went through Boss Rush. Then I lost my nerves.  With each update, the game brought new emotions and a colorful world to the players and me. Every progress you make is much more satisfying than the last one and continues to push you forward, to the point where you don't stop. There is no point in talking about old versions, so I'll tell you a couple (hundreds) of words about the new Terraria.  For me this game became a home in which I felt comfortable. The game is currently in the game about 500 varieties of mobs. There are also 19 bosses and 13 mini-bosses, as well as 3 additional bosses in the mobile version. And from listing recipes you can break your tongue. Sloped blocks, paints, different walls were added to the game, each block merged together, each block interacted with other blocks. Light sources, different platforms that you may have used. All of this and more meant that anything imaginable could be built. Many people create amazing mechanisms and worlds, better than on paper!) Although they made a convenient interface for creating my character in the game, I also devote a lot of time to creating a character). And the music and style of play makes me crazy. I bought this game for my every account, and made all my friends, no matter if it was voluntary, to purchase this masterpiece. And if you are thinking whether to buy this game, I can hardly answer you ... YES !!! This game is amazing both solo and when playing with friends! You can catch hares and then fill the whole world of your friend with them! It's worth buying for this!  I can confidently say that Terraria has become my corner of safety, this is my home, there is no place easier and quieter than it.  Thanks Andrew Spinks, Whitney Spinks ❤ Thanks Re-Logic ❤ Thanks Terraria ❤ Thanks for reading ❤",511.7,Recommended,"507 people found this review helpful
19 people found this review funny 105"
105600,2022-07-31 00:00:00,Devs promised the game's getting its last update 2 years ago. Still continues to release amazing updates to this day. One of the most based games ever made.,"2,386.0",Recommended,"454 people found this review helpful
16 people found this review funny 14"
105600,2019-02-21 00:00:00,Can't have a steam library without terraria.,866.7,Recommended,"430 people found this review helpful
72 people found this review funny 3"
