Game,Date,Review,Hours Played,Recommendation,Helpful Votes
1222670,2020-07-07 00:00:00,"There should be a competing title in this genre so that EA won't keep cashing in on this community which has been more and more lenient and tried its best to put up with whatever bs dlc the devs have put together. It's a shame that this franchise has fallen so far. Pros: -Bunch of really nice quality of life features compared to the previous titles Con: -The game feels soulless and cutting corners at every possible opportunity to do so. -DLC price tag unjustified unlike the previous titles -Terrible and baffling game design decisions everywhere, they're some of the most cored features too -Action queue is extremely buggy years after the game's release, the amount of time for a sim to perform action/idling is nonsensical. -Removed sandbox design and put in the older scene/lot system is such a backwards compromise that's almost certainly done for technical/engine limits reason, such a shame to see so much game design potential being thrown into the trash because they chose the easy way out.(As expected, the decision here came back to bite them when they design some of the dlc content, which feels really disrupted by the constant fast travelling",132.1,Not Recommended,"738 people found this review helpful
8 people found this review funny 60"
1222670,2020-06-19 00:00:00,"I love The Sims. I love The Sims 4. Here's why I don't recommend it.  -Still launches through Origin. Buying on Steam just adds another layer of DRM. -If you previously purchased through Origin, you will need to redownload any DLC, even if you already had it installed -Your DLC carries over, the base game does not, which means you'll have to purchase the base game again. -Your DLC doesn't 'unlock' through Steam's store, if you purchased it on Origin (because of course it doesn't)  This is probably the worst Steam integration I've ever seen. Don't buy it here if you already own it, just use ""add non-Steam game to library"". It's almost identical and $20 cheaper.",80.3,Not Recommended,"1,326 people found this review helpful
35 people found this review funny 204"
1222670,2022-06-02 00:00:00,DLC are so expensive and the EA Apps makes it even worst.,922.6,Not Recommended,"1,689 people found this review helpful
44 people found this review funny 35"
1222670,2022-06-12 00:00:00,"It´s a relly good game, but the prices for the DLCs are simply disgusting as you would expect from EA.  7/10, The Sims series is good, but the DLC prices are outrageous.",131.5,Recommended,"336 people found this review helpful
7 people found this review funny 3"
1222670,2020-11-01 00:00:00,It really should be free on Steam if you own it on Origin.,29.5,Recommended,"828 people found this review helpful
16 people found this review funny 16"
1222670,2021-07-01 00:00:00,"TLDR: DO NOT BUY BASE SIMS 4!! Buy it HEAVILY DISCOUNTED bundled with one of the major expansions (Seasons or Pets), and MOD THE ♥♥♥♥ OUT OF IT!!   Base Sims 4 is nearly unplayable due to the lack of content, repetitive and easily manipulative emotions system, and an overall feeling of restriction. Which is damaging in a game series that is designed around player freedom. There are also so many irritating qualities to it that make it seem like it wasn't fine tweaked enough. Why is every single Sim such a social butterfly that I cannot get them to stop talking to each other for five seconds? Why do they take so long to eat? Why are the lots so small and so empty? Why is nearly nothing from Sims 3, and heck, even Sims 2 brought over?? (Horses, Cars, pools, restaurants, grocery stores, fun recreational activities, ect.)  With that being said, there is some classic Sim Fun to be had with this game, if you are able to get it for a heavily discounted price and get it bundled with one of the major expansions (I would recommend either Pets or Seasons). I would also highly recommend downloading a plethora of Mods, because they fix a vast majority of the systems in base Sims 4 that make it more enjoyable. If Mods are not your thing, then I would think twice about purchasing this game. **This is one of the easiest games to Mod fyi**  Mod Recommendations (Like seriously, don't even play base Sims 4 before downloading these Mods)  Sims 4 Mod Manager by Raxdiam (Not necessary, but a very convenient and easy way to keep track of your mods. Very user friendly, will do 100% of the work for you)  Meaningful Stories by roBurky (A mod pack that effectively revamps the mood and emotions systems of Sims 4. This makes the systems feel waaay more fleshed out and realistic, and significantly less manipulatable)  Better Romance by simler90 (Adds more rules and checks into how Sims romance one another. In base Sims 4, you are basically always guaranteed to succeed in romance. There is quite literally no way to fail. This Mod expands heavily upon it, making it so that the traits Sims have will impact whether or not they will accept any advances.)  Wonderful Whims by TURBODRIVER (Goes great with Better Romance with no compatibility issues that I'm aware of. Adds in an Attractiveness system, first Impressions, Personality Archetypes, and even a Menstrual Cycle and Birth Control system. With this, you are more equipped to design your Sims overall sexuality and sexual lives. Hugely rewarding, and designed perfectly that it will seem like it is a natural part of the game.)  There is also a ♥♥♥♥ load of CC (Custom Content) out there like clothes, hair, buildings, Sims, ect. ""Mod The Sims"" is the best place to find all of this. Don't spend money on any of the Stuff Packs, because most of that stuff included in them you'll find for free made by someone online. Usually looks nicer too.",24.3,Recommended,"444 people found this review helpful
6 people found this review funny 37"
1222670,2021-01-22 00:00:00,You have to buy DLC packs that are near the price of the actual game to get content that you would expect to be part of the game to begin with. The vanilla barebones experience is a stale snore feast and I refuse to support scummy EA's garbage business practices with their stupid expansions,7.5,Not Recommended,"1,233 people found this review helpful
30 people found this review funny 84"
1222670,2023-09-14 00:00:00,I do not regret cracking the DLC's,14.2,Recommended,"413 people found this review helpful
92 people found this review funny 25"
1222670,2022-10-19 00:00:00,game = good EA = bad 60 DLCs = cringe,12.3,Recommended,"420 people found this review helpful
72 people found this review funny 18"
1222670,2020-07-07 00:00:00,I play The Sims since my early teenage years. Loved every minute played... but The Sims 4 has really overpriced DLCs. $700 for the whole thing is a joke!,25.0,Recommended,"640 people found this review helpful
38 people found this review funny 83"
1222670,2023-10-26 00:00:00,"Had 12 kids with 8 different women, became an astronaut, then died when I tried cooking mac and cheese. 10/10",7.5,Recommended,"533 people found this review helpful
458 people found this review funny 43"
1222670,2020-12-06 00:00:00,"Fun game, but $800 for full content is a little bit high, even for EA...",19.9,Recommended,"553 people found this review helpful
32 people found this review funny 2"
1222670,2021-04-05 00:00:00,classic $E$A$ making the game boring without paying for the DLCs with each one costing the same as the base game,208.5,Not Recommended,"1,685 people found this review helpful
41 people found this review funny 60"
1222670,2024-12-31 00:00:00,really enjoy the base game wish I could get all the add-ons but 800+ dollars? ♥♥♥♥♥♥♥ mental. For $800 i should get every sims game every made with all DLC every made and each console they originally came out on included....wow EA just WOW.,45.9,Not Recommended,"607 people found this review helpful
28 people found this review funny 37"
1222670,2020-08-20 00:00:00,"Great game, but the downloadable content is much too expensive for how little it offers. I find myself spending countless hours playing the game, but when I want specific things in my game, that you can only get from the DLC and not mods, it annoys me because I don't want to spend my whole paycheck on a tiny little specific detail that makes a world of difference.",175.2,Recommended,"800 people found this review helpful
4 people found this review funny 72"
1222670,2023-01-23 00:00:00,"Before this review, I feel like it's important to say that I have more than 23.7 hours in this game. A LOT more. I've got that much alone on PS4, and 500+ hours on my original origin account, which I can sadly no longer access to check the exact number. I got this game 9 years ago, full price retail, and have played it on and off since the age of 9. I've played this game to death over the years, and that's why it hurts me to leave a negative review. You can still have fun with it, and I will explain that, but it's flaws are just too plentiful for me to leave a positive review.  It would be easy to say that this game used to be great, but that... would be a blatant lie. The game was barren when it released. Key features from past games were missing, like toddlers and POOLS. How were we supposed to kill our sims now? Give them a long and happy life until a natural death? Hardly! Along with that, the map screens didn't even have colour; they were pure white, sterile places. Maybe it was supposed to be stylistic, but... I can't help but think about how much cheaper it must have been.  Slowly, over the years, we started to get more DLC packs of various tiers. It didn't start out too egregious, I wouldn't say. Sure, Luxury Party Stuff was lacklustre, but we had things like Outdoor Retreat to keep us going! Though, it was hard not to note how quickly EA had jumped to make DLC whilst the core game was missing such basic features. That isn't even to say how the community at large took the closed-world and lack of colour and pattern customisation. I'll tell you how they took it; badly. They took it badly.  With all this DLC, there was a problem.  IT. DIDN'T. STOP.  Now, it's normal for a Sims game to have a large amount of DLC. But this? It became staggering. As of this review, all of the DLC for this game will run you over $800.  OVER. EIGHT. HUNDRED. DOLLARS.  I'll let that sink in.  Have you ever wondered how this game is free? That's how. It's not like this DLC is truly optional. Some of it is, sure! But would you like your life simulator to have weather? A normal amount of clothes? More than THREE PLACES TO LIVE, ONE OF THEM BEING AN EMPTY FIELD? Then you'd best pony up! It's hard to fully express how empty this game feels without DLC. And EA knows it feels that empty, and that they can keep milking us for every last cent.  At this point, you may have noticed something, or you may have not. And that's the fact that I said I've been playing this game for nine years. And that means the game has been out for nine years now. Since 2014. This game is almost a decade old. This is an issue. A big issue. When this game first released, it prided itself on it's intelligent autonomous sims. They can multitask; like watching television AND eating at the same time! Wowzers! But with this much time having passed, you'd be hard pressed to find somebody confident to call these sims anything above 'serviceable, I guess'. Your sims will wash their plates in the bathroom! Your sims will grab water if you leave them alone for two seconds and drink until they experience bladder failure! Your sims will start a fight with their spouse, seemingly just for kicks! Your sims will stop moving until you reset them with a cheat code! Your sims will be left with an undeletable action in their queue until you, again, use a cheat code! You get the picture. This game is a mess, with problems that could be wiped clean in a theoretical Sims 5. So why don't they?  Because EA have created a live-service single-player game, and they'd be stupid to give it up.  This live-service model, piling DLC upon DLC onto the game? It's managed to cause even more issues than the game had to begin with. Each new download comes with new bugs unique in nature. Oops, there go your textures! Oops, your sims are now all autonomously screaming at each other! Oops, your Sims are BUILDING ROMANTIC RELATIONSHIPS WITH THEIR OWN CHILDREN! These are the kinds of things you'll have to get used to, and this only gets worse each time they add DLC. There are problems in this game that have become support beams by this point; fix those bugs, and everything will fall apart. So they just... don't! The Sims 4 is fundamentally broken, and they won't throw the game out and start fresh, because the horse they're beating still isn't dead. Just bleeding and shambling.  This greed helped lead to the point we've reached today. Even with the uproar against My First Pet Stuff (A DLC for a DLC), it seemed enough people were content to buy such a tiny stuff pack because we got a whole new category for things just like it.  Kits. Dear lord, kits. These things aren't popular with the community, and it's clear to see why. Such meagre amounts of items might seem doable at $5 a pop, but they're adding up, and quick. Filled with lacklustre designs that only work well as a base for custom content, they're the peak of EA's lazy contributions to this game.  I mentioned custom content, so I suppose that's a horse out the stable now. Yeah, custom content is amazing. And that's because EA has no hand in it. Well, I should give them a little credit; the native mod support is an honestly nice touch! There's your first positive, EA.  Custom content is a general term for items created by the community. Clothes, furniture, accessories, you name it! With multiple dedicated sites to download it, and fan made tools that make creation easy, it's great! And by easy, I mean easy. I was making Pokemon shirts for my games at age 12. Just takes a little research. All these items come in two main styles; one more realistic (Alpha) and one to match the game's items (Maxis Match). Build up a good folder filled with gigabytes of fashion and get to work living your life in Create-A-Sim; don't forgot to buy a new SD card to fit it all in. You'll need it.  It's not just custom content that the community makes. There's also good old fashioned script mods. These have all sorts of functions; they can fix some in-game issues, add entirely new game mechanics, give you features that you always wanted (controllable pets comes to mind), and more. (More including the... infamous Wicked Whims and Extreme Violence mods. Ah, timeless classics). All these mods help breathe new life into the game and show how passionate this community can be, no matter how downtrodden by the source material.  These mods help to show how this game is actually fun at it's core. You might have read all this ragging and be baffled by my heel-turn, but it's true. Why else would I have put in all those hours? That core gameplay loop of letting your sims lead their lives is damn fun, and I can't help but enjoy it; even with everything EA is doing.  I think that others could enjoy it too if they started playing today. There is something here, at the heart of it. It's just coated in a decade of bloat and greed.  (This segment is a replacement for an old one that caused me issues, that I'm removing to keep this review safe. I think you can tell by the comments below and the tone of this review what that was, and you can take that as you wish.)  Anyway, EA can do one, and you should give Sims 4 a chance, if you like. There's good here, but this game reeks of greed and jank at it's core.",33.8,Not Recommended,"423 people found this review helpful
16 people found this review funny 60"
1222670,2022-01-27 00:00:00,"Listen, I love the Sims and have for literally decades but it is absolutely not because it's a great game, it's just the only one out there. The MOMENT - THE. MOMENT. - someone comes along who can make a competing life sim/builder (*cough* lookupParalives) I am ditching this game forever. Sick of EA's greed, I'll never buy another Sims game just out of spite. This game is awkward and clunky with weird bugs like Sims idling forever instead of doing the next thing in their action queue - or household items spontaneously moving or disappearing. A single expansion costs as much as the base game. All expansions total more than a PS5. It's outrageous. And save your ""buy it on sale""s because: No.",80.4,Not Recommended,"1,608 people found this review helpful
47 people found this review funny 135"
1222670,2023-04-28 00:00:00,My sims are blissfully unaware of the small ugly green man living under their floorboards. His sole purpose is to paint so my main sims don't have to get jobs. God bless the painting goblin,40.3,Recommended,"341 people found this review helpful
214 people found this review funny 24"
1222670,2024-07-08 00:00:00,"Listen, I love the sims, but $1500 for all DLC is violently ridiculous and begs for torrents. Release a finished game or make DLC's few and far between. The endless greed of EA needs to stop.",232.9,Not Recommended,"320 people found this review helpful
5 people found this review funny 12"
1222670,2022-11-01 00:00:00,"When a game's DLC's cost almost $1,000 USD, I simply can't recommend it.",52.3,Not Recommended,"865 people found this review helpful
48 people found this review funny 36"
1222670,2022-07-10 00:00:00,"My Gf loves and plays this game a lot. but i have noticed The whole DLC packages for the game is total rip off. I understand maybe buying a pass for x of dlc but the fact you have to pay for each one is an actual joke. making them spend £18 plus to be a werewolf, Vampire or to just have a Pet. They even charge for seasons like snow etc. It's EA so makes sense, This game is the literal embodiment of slicing up the game and selling the pieces back to consumers. Or a 1000 piece jigsaw but charging you after 10 pieces have been put together. They don't even give loyal or franchise veterans anything for free. If you're rich or don't intend on buying loads of DLC maybe buy this game. Fans should take a stand and boycott the franchise to stop their greed until they remove this awful scheme of extracting money from fans. I hope sims fans get an apology but also more of making sure fans actually get the content they pay for when they buy the game.","1,575.3",Not Recommended,"709 people found this review helpful
16 people found this review funny 54"
1222670,2022-04-28 00:00:00,"DLC Costs $1,429.06 YouTube™ Video: T&JM: Money is such a beautiful word  Views: 1,837,884 We've got to have... MONEY... Quite so, quite so.",2.2,Not Recommended,"770 people found this review helpful
102 people found this review funny 45"
1222670,2023-03-14 00:00:00,for the love of god do not buy the dlcs,9.1,Recommended,"706 people found this review helpful
61 people found this review funny 16"
1222670,2021-09-10 00:00:00,$850 Of DLC,10.9,Not Recommended,"812 people found this review helpful
100 people found this review funny 52"
1222670,2022-04-06 00:00:00,Well... It would be better if the expansions were a little more cheap,958.1,Recommended,"344 people found this review helpful
6 people found this review funny 0"
1222670,2024-07-24 00:00:00,"The game is pretty cool, but seriously. Cmon EA. You couldn't even give us pets for free? EVERY DLC COSTS AS MUCH AS THE GAME. That's like buying another copy! I just hate how you have to put a price tag on every little thing- [Please pay $60.00 to unlock the rest of this review.]","5,405.6",Recommended,"499 people found this review helpful
242 people found this review funny 41"
1222670,2020-10-30 00:00:00,"The base game has about $5 worth of content. Why? Because EA do what EA does, it cost around $2000 cad to get the full game. I wish I was kidding. The DLC cost just that much and they put so little into the base game so in order to enjoy the game you have to buy the DLC. Why do people support this crap? How is this legal?  Edit: And now if you've purchased this game on Steam instead of EA's direct website you have issues trying to play. Someone needs to sue EA at this point for their scummy behaviour.",59.4,Not Recommended,"1,219 people found this review helpful
41 people found this review funny 68"
1222670,2024-01-25 00:00:00,You have to pay $10 just to get the laundry pack which includes basic things like...a washing machine. EA is scum.,199.1,Not Recommended,"491 people found this review helpful
25 people found this review funny 10"
1222670,2022-08-28 00:00:00,"It's a pretty good game, I don't know if it's $939.45 good though.",71.6,Not Recommended,"575 people found this review helpful
178 people found this review funny 29"
1222670,2023-06-03 00:00:00,make things as basic as seasons and going to restaurants built in features and i'll consider flipping the review. no game should have over one thousand USD in DLC.,18.3,Not Recommended,"486 people found this review helpful
11 people found this review funny 11"
1222670,2022-06-10 00:00:00,"This is my favorite game that I can't recommend. I love this game, as my playtime will tell, and I will continue to pour more hours into this game. I'm not giving a negative review because of the game's ""fun factor."" It's very destressing, it's chill, its difficulty is all in the hands of the players. The modding scene is great, and the creative possibilities are infinite. On paper, the Sims 4 seems like the dream game. A perfect game that even people who have literally never touched a game before in their life can pick up and play. In reality, EA has erected a massive series of walls that you have to scale to reach that state, and this is the crux of the review. The ultimate problem is, and is the whole reason I'm giving this a negative review, is recommending people to buy this game because of the aforementioned walls. To say that they have become untenable is an understatement. They are nigh insurmountable at this point.  The first wall, and this is the point where most people stop at, is the pricing. It being free-to-play as of October 18th does not save this from being HORRIDLY expensive through DLC cost. The base Sims 4 with no expansions or packs, makes the game EXTREMELY limited in scope as to what you can do. Want to be a spellcaster? Want to attend university? Have cats or dogs? Have changing seasons in the weather? Form clubs? Get famous? Have a job? That's ALL locked behind DLC that is either the same price as the base game, or, get this, DOUBLE the price of the base game. All those things I listed? Those are SEPARATE DLCs! If you were to not get them on sale, it would run you a couple HUNDRED already! And this just getting started. On the store page, as I'm typing this right now, it lists 56 different DLC, and to buy them all in one fell swoop costs just short of a THOUSAND dollars. Nobody in their right mind should make that investment, and I can't be of the mind to tell someone to spend that much on a single game.  Now, to play Devil's Advocate for a moment, this is only as bad if you buy it when it isn't on sale, which the game goes on quite frequently. Deep sales, in fact! Up to 75% a lot of things, which bring down the price for everything by a couple hundred dollars. In fact, with the Summer Sale that's coming up as of the time of writing this review, this game will most likely get significant price slashes. However, to counter that point, the asking price is still SEVERAL HUNDRED DOLLARS. The prices become more manageable, but it is still a SIGNIFICANT investment. More of an investment than, frankly, I think this game deserves. And considering how Sims 3 with everything still costs such an outrageous amount, it would seem that those prices aren't going anywhere for the time being.  If a high asking price was all that kept people away, I suppose you could argue the point that not recommending a game you like because of pricing is silly. That if you put hundreds of hours in like I have, the price is ""worth it."" Perhaps that argument would have grounds and I would entertain it, if not for the fact that the game in of itself just fundamentally DOES NOT WORK with everything combined. These are the other walls, and this can become overwhelming for the inexperienced. Even if you buy everything and you jump in, the Sims 4 is a strange program that seemingly randomly decides to brick itself every so often, without you even really being the cause of it. There are so many bugs and glitches that have no fixes for it, merely ways to temporarily relieve of you of it, much like ibuprofen for a headache. And they aren't the silly, funny glitches seen in Skyrim.  For example, randomly, the game will begin to run under 30 frames after exiting build mode, and you solve it by merely pausing the game and unpausing it. Not a terrible bug but it's pretty much the epitome of the problems I have with this game: everything is just player made solutions rather than an official bug fix. It will happen again, and instead of just fixing it, EA just tells you what you can do to help yourself with it. You'll be doing this often, spending hours looking up some obscure error, through no fault of your own, because either Sims 4 randomly decides to brick your Resources.cfg after update and makes it impossible for you to play with CC of any kinds, or your anti virus somehow marks this entire game as potential ransomware, or the Sims 4 randomly just corrupt your save file and you're trying to figure out how to fix that. And that's just on the meta side of everything.  File headaches aside, the game itself just acts wonky as well, adding its own walls to scale. A cursory glance at the reviews for the DLCs illustrate the absolute nightmares that spawn with these additions, but I'll share some of the errors I've had on my end. I've had multiple instances where I tell a Sim to fulfill their hygiene need and their immediate first instinct is to...run out and clean a solar panel? In place of just taking a shower in one of the MULTIPLE showers that exist in that house? I tell them to fulfill their energy need, thinking they'll go to bed, and they'll either randomly decide to back float in the pool, or drink an incredibly irresponsible amount of coffee, like a third shift worker going off of only three hours of sleep. Fixed all of this by manually telling them what to do. I've also had moments where I couldn't wash laundry because the game bugged out my washer and dryer, where the prompts for washing never came up. Only the prompts for putting the dirty laundry in and taking the dirty laundry out. Fixed by selling the set and then buying another. I've also had my weather permanently glitch itself into never changing at all. Where it snows all through winter and all through spring, causing me to have to buy a weather changing device in game and use it. Sims will randomly drop whatever they are doing to do some unrelated task, such as stop cooking to randomly mold some hunk of clay sitting in some corner of the room. Sometimes, my Sims will also stand still with the ""chat with (sim)"" action in the queue, but then never actually chat with that person,, for whatever reason, causing them to bug ouit and need them to be reset. The list goes on and on, and I think you've gotten the point already.  Again, these are fixed by just manually selecting actions, using console commands, and removing the bugged items in question. I know what you're thinking. Why are you complaining about bugs that have an in game solution? The issue is, again, that this is just player solutions for problems that aren't being fixed. You're paying hundreds of dollars for this game and the DLC. You'd expect a level of polish to behind this, but there isn't. Players shouldn't have to actively fight against a game they bought, only to find a bunch of band-aid, player made solutions a because the FEATURES IN GAME THEY PAID HUNDREDS FOR DOESN'T WORK AND EA DOESN'T DO ANYTHING TO FIX THEM.  It's all the same hackneyed excuse of ""there being so much in this game"" and sounding like they are some small game dev studio. All of this frustration after the ludicrous pay wall is just simply unforgivable, and to recommend people this game knowing the hours worth of troubleshooting and fixing I've had to do is like to encourage self destructive tendencies. I made the investment, I bought the steam edition to make a review. I sunk a lot both in time and money, and have got to a point where I can say I enjoy this game, perhaps through Sunken Cost reasoning and Stockholm Syndrome. But it required me having to scale multiple walls and slaying multiple beasts to get there, and that's just simply not a journey for everyone. I cannot look at someone and genuinely tell them to make the same investments I have, nor do I think EA should benefit from having people do so.  Edit: Also having Origin become a MANDATORY download that has to get loaded EACH time sucks.  Edit 2: Sims 4 is now free to play, but my thumbs down remains.",397.2,Not Recommended,"262 people found this review helpful
5 people found this review funny 51"
1222670,2021-04-08 00:00:00,"The DLC's are on 50% sale, and It's still overpriced.",23.6,Recommended,"669 people found this review helpful
99 people found this review funny 17"
1222670,2023-01-10 00:00:00,Overpriced dlcs,35.7,Not Recommended,"1,247 people found this review helpful
42 people found this review funny 29"
1222670,2024-06-30 00:00:00,best game ever. if you want all DLCs just search up Anadius and enjoy for free.,157.5,Recommended,"1,490 people found this review helpful
61 people found this review funny 130"
1222670,2024-04-28 00:00:00,Congratulations EA you have unlocked a review! to upgrade this review to positive you can purchase our DLC positive review package to enjoy the complete review! now only for 40$!,107.3,Not Recommended,"479 people found this review helpful
306 people found this review funny 57"
1222670,2020-06-27 00:00:00,Should be priced lower consider its a 6 years old game,52.5,Recommended,"436 people found this review helpful
13 people found this review funny 38"
1222670,2022-07-03 00:00:00,Getting all the addons for this game will cost you more than getting a driver's licence 👍,158.7,Recommended,"262 people found this review helpful
113 people found this review funny 6"
1222670,2022-11-10 00:00:00,mods > buying DLC,45.2,Recommended,"403 people found this review helpful
27 people found this review funny 7"
1222670,2021-06-25 00:00:00,EA destroyed Sims. I wrote this review to let you know you are only buying 3% of the game. The other 97% is DLC hope this was helpful to somebody.,53.4,Not Recommended,"438 people found this review helpful
11 people found this review funny 15"
1222670,2020-06-20 00:00:00,EA How can you sell DLC's that cost more then the game you are paying for?  One thing I have noticed that EA will never let thier DLC's discont go over then 50%,174.6,Not Recommended,"1,272 people found this review helpful
106 people found this review funny 66"
1222670,2021-11-29 00:00:00,"if you wanna enjoy this game, get mods",203.2,Recommended,"286 people found this review helpful
11 people found this review funny 4"
1222670,2023-06-11 00:00:00,with over 1000 dollars in DLC the base game lacks and is a cash grab. download mods and the game gets 100X better,115.5,Recommended,"328 people found this review helpful
15 people found this review funny 11"
1222670,2023-04-23 00:00:00,"i like this game i really do but i honestly cant stand that actual fun content is locked by a $1064,45 PAY WALL thats almost as much my current computer is man i hate ea",49.6,Not Recommended,"270 people found this review helpful
8 people found this review funny 7"
1222670,2023-04-17 00:00:00,Aghhhh why do i have pay for weather in a life simulation,65.9,Not Recommended,"476 people found this review helpful
71 people found this review funny 11"
1222670,2024-06-11 00:00:00,dlcs are such a scam. game is missing 90% of expected content,129.6,Not Recommended,"573 people found this review helpful
12 people found this review funny 10"
1222670,2023-07-27 00:00:00,this game has more dlcs than i have reasons to live,1.0,Not Recommended,"927 people found this review helpful
662 people found this review funny 106"
1222670,2020-08-13 00:00:00,Product received for free  $939 for base game and all dlc scammers,44.7,Not Recommended,"1,945 people found this review helpful
167 people found this review funny 186"
1222670,2022-03-07 00:00:00,I killed my wife,90.4,Recommended,"794 people found this review helpful
526 people found this review funny 71"
1222670,2020-06-18 00:00:00,Overpriced DLCs for a game that's over 5 years old. How typical of you EA. Cant believe they get away with charging so much for dlc. $500+ for the whole thing is just messed up.,1.0,Not Recommended,"3,882 people found this review helpful
115 people found this review funny 111"
1222670,2021-12-05 00:00:00,"i like to seduce my neighbours spouse, take their money, then drown them",69.0,Recommended,"362 people found this review helpful
331 people found this review funny 41"
1222670,2022-08-15 00:00:00,love the game. hate ea,358.7,Recommended,"204 people found this review helpful
34 people found this review funny 9"
1222670,2021-12-24 00:00:00,"You can live out your fantasies, like having reliable income, a house, a family...","8,348.6",Recommended,"321 people found this review helpful
219 people found this review funny 26"
1222670,2022-11-29 00:00:00,i made walter white,5.4,Recommended,"395 people found this review helpful
147 people found this review funny 20"
1222670,2022-09-10 00:00:00,"Game is fun the amount of add ons and the price is stupid tho, 900+ for addons? im not bill gates i cant afford that",343.3,Recommended,"180 people found this review helpful
50 people found this review funny 12"
1222670,2024-02-28 00:00:00,"I have put an ungodly amount of time and money into this game when it first became free-to-play. It was my first Sims game, so I had no prior experience or expectations. And I did enjoy the game...at first. I started buying some DLC to have more stuff to do. I liked creating characters and watching them interact. But then I realized something. I spent a lot of time and money to play dollhouse. I listened to a community that had to wait several years to get basic features. Did you know this game first released without ghosts, pools, and toddlers? You know, staple parts of the series? Did you know it costs thousands of dollars to buy all the DLC to have all the content? Oh, and some of that content that used to be in the base game is now behind that paywall. And some of the DLC is basically buggy abandonware (like Dine Out and My Wedding Stories; don't get those packs unless you have mods to patch the bugs out). The newest expansions (which are $40) had a lot of bugs, glitches, and content issues (like in For Rent, you aren't being paid rent). Oh, and in a recent update you know get a pulsating ""shopping"" button on the in-game UI so you can buy more packs. That was the final straw. I have never seen a company act so disrespectful to its consumer base. This game is over a decade old, and it doesn't hold a candle to the older games. It actively pushes out as much advertisement as a mobile game full of microtransactions. EA and the devs are playing Weekend at Bernie's with this aged system and expecting the players to be grateful for subpar content. Just don't do it. Find another life sim game for your own sake.",937.3,Not Recommended,"605 people found this review helpful
18 people found this review funny 89"
1222670,2021-11-26 00:00:00,Pay *literally* over $1000 to get all of the content in the game. What a joke,6.8,Not Recommended,"1,040 people found this review helpful
78 people found this review funny 55"
1222670,2021-07-06 00:00:00,"If u really want it, go for it on a sale, or when its cheap, i like the game, but the expansions are criminaly expensive and not really worth it",26.4,Not Recommended,"227 people found this review helpful
6 people found this review funny 15"
